path,sha256,size,category
research_program/A001_A002_theorem_interface_map.csv,cdb44babcdcffbd09a2f16be9b6437ed021e5eed3affdeef245217011f6ab90b,86038,research_record
research_program/A001_A002_theorem_interface_map_summary.md,8260333e40361d1c8c88c22ebe4e6b11f7b480536ca74ccdadad02bed27a11a7,1380,research_record
research_program/A001_operatorI_strong_invariance_erosion_corrected.md,04aebcba7313ebda47f56fe69134a059e310b0a430c29f332e2552fcb5f3ac07,5307,research_record
research_program/A001_restricted_composition_theorem_corrected.md,ff65cdc6a1632cb6326f5129353e47db929d3f3cedfe2c012a5e0ca8b81e1d8e,5590,research_record
research_program/A001_selected_operatorI_proof_audit.md,f9c929f3394392d8e4fa2e33db0f62dfd04be5c17c4fb6593279577b1138586e,9353,research_record
research_program/A002_mature_foundation_proof_audit.md,26904f7d7e35f34d8f5afb03126cdce73ff6a5b2821a859940b2cbd83d4b2389,5002,research_record
research_program/A002_reduction_diagnostic_stability_proof_audit.md,1c205ad6c5b969dd93e6d9ef4498ca85e4f5e58ec3d95e3e53e4995973bcfe58,4444,research_record
research_program/A002_sampled_hybrid_kernel_proof_audit.md,6a765a128399c11b525614010a2d44f6512026d02fd2d1b833e96e1a582b7dc5,5688,research_record
research_program/A018_A025_rest_packet_inventory.csv,44c3dffc62a929b2603a9f4982415233f47e6195b31e8cd14ca33bcf2ee91fb0,1294,research_record
research_program/A018_A025_rest_packet_line_audit.md,f362a1986e1b2c4584409ca851b7f764076fb00f454320ce775db51202e8e0a7,7868,research_record
research_program/A018_ledger_to_dynamics_interface_contract.md,48194b26724f8e6fd2c6f87a5d5fb44d2055402dbbccc75c0894913eb2085c92,8148,research_record
research_program/action_register.csv,c53bb2e82e8e9df9412a1b7fa6702f72e478382b70ffdc693103768096509486,198276,research_record
research_program/action_register.md,c2036e7cdb48ddbcc4bc7d21707523499c29a3f0b469a1cda411c42ac6460a06,251067,research_record
research_program/all_article_corrections_implementation_plan.md,49854d74b21bbecb628e9d291ba8e37dc78b983509533fce4c5d41c29266a375,2553,research_record
research_program/article_001_topdown/formal_result_inventory.md,005c090d114009f6043a04b7ae382121e8f403304b842922c1f714a2be9d11ca,26078,research_record
research_program/article_001_topdown/integration_record.md,5f6a4012da0575f9404316fdae1e6e197ca8b0d90d63206dc08800afdddcf651,21484,research_record
research_program/article_001_topdown/notation_bridge.md,c26e636076145334c13a4799afb953909cf63a40ea0d365b6872f7f2aa3c3b41,2816,research_record
research_program/article_002_general_theory/formal_result_inventory.md,ecae588f61df7d7beb81ff0986ec45939691d1a9aa2f2b63e65315f165640249,5226,research_record
research_program/article_002_general_theory/integration_record.md,71315a6f4d1a630562c123d6715ebc7570046231b0621dcb7bdf7eadd2dc12d5,23709,research_record
research_program/article_002_general_theory/notation_bridge.md,a77d4391cd276e3c53205d80e4b7bdd452ae7c5d96afd82a5564f91d1c942489,3358,research_record
research_program/article_003_institutional_feedback/evaluation_and_verification.md,2d7634375f60e8335db6f3d146b2cd75408d933ab2f73b5f36a000ded843bf1c,16329,research_record
research_program/article_003_institutional_feedback/formal_content_inventory.md,95cc4850a540e61f9a46c541b8614feda5bd924e37eb38c339a0aa55f64487f7,1841,research_record
research_program/article_004_phosphorus/evaluation_and_verification.md,aa5cb4c7d13a70d646c9c12fe266e403bb11db6c56021562fdf4d1df7fb4f7bd,15995,research_record
research_program/article_004_phosphorus/formal_content_inventory.md,4458c460647d656194ceba4eea32f61934a1ada48e0140d70a9104bf43b90912,1991,research_record
research_program/article_005_groundwater/evaluation_and_verification.md,0a85e93d783618d2e19fa97f0c048861fd9f8395e19ec675707ac3b794f3a773,14553,research_record
research_program/article_005_groundwater/formal_content_inventory.md,2e4608cf3c56344dea6946eba3b0bdacf78e3ffbd5a145efc2b6839a273d7222,2524,research_record
research_program/article_006_robust_epistemic/evaluation_and_verification.md,0239382df9e5f86132a4689cd1ed7cb8248acdf4205edcfc7bd26beead9b6b99,18196,research_record
research_program/article_006_robust_epistemic/formal_result_inventory.md,d277c43c959ff03949e01a5cbb40bda08e906e70044ff5765b1cb99061739779,2188,research_record
research_program/article_007_hybrid_architecture/evaluation_and_verification.md,015a1d6b17df6459a254cb08b04f3b7539aac271681cb680e657237fcae4e358,13475,research_record
research_program/article_007_hybrid_architecture/formal_content_inventory.md,965093e21083a7e10cafed35802d6f446feb833632a5ff4c245e0679b5e2580e,2584,research_record
research_program/article_008_institutional_solvency/evaluation_and_verification.md,4f6af07e5dc18903c07628c586170787045440f9c2782cb1f9420af0cc8528b7,14518,research_record
research_program/article_008_institutional_solvency/formal_content_inventory.md,9c396af2d473246f084a9c97340b26a528ba760757f2d61ecf34ab67b9f70132,1501,research_record
research_program/article_009_distributive_barrier/evaluation_and_verification.md,e78c903fe764e72c57b469af22f82cd7f357592f7dd84b0da6d4472abde7f851,14193,research_record
research_program/article_009_distributive_barrier/formal_content_inventory.md,3c6efb41e8e9362bc0aaa05e8b0612872c683862f3d656a48f4347922d41dc7a,2003,research_record
research_program/article_010_research_architecture_perspective/evaluation_and_verification.md,0962a51fdfc9904a7d637c83bec6025198a2c89d34ea1a284d5af7d6e5f0263b,14721,research_record
research_program/article_010_research_architecture_perspective/formal_result_inventory.md,57e1785bef93e45c1619540a870845314aae5933892a48aa93ace21763d6952d,1442,research_record
research_program/article_011_periodic_review/evaluation_and_verification.md,b4b4b75f9108d6d8665620181b1bec495b77846564f1f15b902eef5b8acff48f,14288,research_record
research_program/article_011_periodic_review/formal_result_inventory.md,6076f9a4f61fde675fe67861b7c7cf237589ce6394b4f079afec3a4c8a806a82,1728,research_record
research_program/article_011_periodic_review/integration_record_note.md,669ae98a8e81263933d2ec7ac22a2c696a1c1ad416c171ad6dd470e5e61568ae,246,research_record
research_program/article_011_periodic_review/revision_addendum_evaluation.md,ef3230d4314c6e8828616652c3921f6308f5d11b5d5b696bf0d317d626af2eb7,4538,research_record
research_program/article_011_periodic_review/revision_v2_verification.md,3deaab2b9fbd13474e878ba50261e1df5efa02f66fe88385645dcadfbebc8084,893,research_record
research_program/article_011_periodic_review/source_versions.csv,ba2739100f00095e536f852c924a3c03262c1ab0bc5eaf81f54be0411d4079e6,1066,research_record
research_program/article_011_periodic_review/user_supplied_revision_addendum.md,269bbff0adb1c2c2ca7c80fa73535bda6f93a85024ff5803350c592507934640,4203,research_record
research_program/article_011_periodic_review/v1_to_v2.diff,daa0776e69979d55a8228a43b1707c58ef6b6dcb43a44d4834b1e296357bea94,18508,research_record
research_program/article_012_delay_dynamics/evaluation_and_verification.md,ea9ecde247d1ce1c8dec5ee37f693813df1f7388220fef181834c7c8fda46fda,15625,research_record
research_program/article_012_delay_dynamics/formal_result_inventory.md,4d6d866f0106bb41dbd771be2df25f08014852d6963e212ee88a117926eb80e9,1821,research_record
research_program/article_013_component_accounting/evaluation_and_verification.md,945bd7629da3b6369744cd1e4790a88064b3e360422db85431cebbb47634d87e,11638,research_record
research_program/article_013_component_accounting/formal_result_inventory.md,d948f99bb9c495398351e918b866033fd50adb044d88f277fd754d5f01029285,1350,research_record
research_program/article_014_017_external_verification_sources.md,8d5b1173beed46b834fcd28214d2e16d095d51351c661a490ba2502afb173919,3269,research_record
research_program/article_014_northern_cod/evaluation_and_verification.md,fdedbb236880ad01fa09778732b0e1b93842f31ae853479d772e8c67317a9bc0,5832,research_record
research_program/article_014_northern_cod/formal_content_inventory.md,3d45fdb50a7fb8383aafb6a229fb5cd263b25c7cb210f8b33332166ddae92d59,1962,research_record
research_program/article_015_rejected_multidomain/evaluation_and_verification.md,ad8b9bf1a21d08fe573082ebfb563d55007218d8cedb51cc61bea058c3c36088,2431,research_record
research_program/article_015_rejected_multidomain/formal_content_inventory.md,442271b280e785492c96738a297bcfc4efc546d37cf37d64f0e29a63da5c22dd,1084,research_record
research_program/article_016_adaptive_capacity/evaluation_and_verification.md,62b787ea26fc92756a500b63524feb441ceca857e443954f3a98e8a6edcad891,4623,research_record
research_program/article_016_adaptive_capacity/formal_content_inventory.md,dc05a7ed819086362e8687bc9fe9b5836825588a15fce8cb314559928cdc640e,1566,research_record
research_program/article_017_institutional_index_negative/evaluation_and_verification.md,5ba4d05b0a5f71372f0dddf94f06bfd8b20a118b56a9ecfdb1fa962d9ed8f090,2591,research_record
research_program/article_017_institutional_index_negative/formal_content_inventory.md,73db14ca9e7611d8d35fb2ab499074ec1eb043fb795c28a6452dcbca99c4cf14,974,research_record
research_program/article_018_025_external_verification_sources.md,c1e8d15a70bd0806c911f256c1d1cffecebe2ab00e5a3d865e21bd89bc3bfe7a,1572,research_record
research_program/article_A018_capital_liquidation/evaluation_and_verification.md,5030f688b7f6ea95a82542913b52287881e949a17a4c22d2f39a6894e38415a0,1229,research_record
research_program/article_A018_capital_liquidation/formal_content_inventory.md,c9eca3f50104187bb8da9eaf33635ba0eb8ab8bd870d10040feee68e3a79c974,1278,research_record
research_program/article_A019_closed_ledger/evaluation_and_verification.md,1e8b9286360fb94cef532214f04a675fec044d2a8034bfdec30879310e66aec6,700,research_record
research_program/article_A019_closed_ledger/formal_content_inventory.md,03b9267d1afb8451a54ea5f590ebc2ed6a2b03c71e7c588fab70e91171927b41,370,research_record
research_program/article_A020_two_channels/evaluation_and_verification.md,65e13a87e675ca78eb1ed413dd8904d62055ae80f2810729ec22254f3fc494f3,849,research_record
research_program/article_A020_two_channels/formal_content_inventory.md,0ea4d3b9d6c6a67939d91a9fa34080ba61578b4639264ca26985c984d17e2afa,381,research_record
research_program/article_A021_liebig_graph/A021_rigorous_theorem_completion_data_dossier.md,c52b62d339b67606d14e15d1ef2daa489e259cc376da32ad9919e31d830d9795,15839,research_record
research_program/article_A021_liebig_graph/binding_floquet_convergence_assessment.md,72c832f1b10c20a618c247524efe8ebb868f5bc89907dfa765141db24840b9c3,1798,research_record
research_program/article_A021_liebig_graph/c4_block_neumann_precursor.md,87a8848a35d1083fde9fffe0168edffe838ca4fe7cc25d9b6925cddf78d14d53,2284,research_record
research_program/article_A021_liebig_graph/c4_collocation_inverse_convergence_assessment.md,ff4d9fd583984a8f9b31fdeab9fe0831dd8f1f05428db760cc6933c64570b4cb,2148,research_record
research_program/article_A021_liebig_graph/c4_finite_block_interval_bound_assessment.md,bb9caf6c529212386104ae62a66974a19fa97482f0590122fbdae76f2f96cdcd,3023,research_record
research_program/article_A021_liebig_graph/c4_finite_linear_algebra_rounding_assessment.md,7b8939093d7b75bfc556b1742832c42e7a4e4e00b2938c7f3e0d20360c54b32c,2511,research_record
research_program/article_A021_liebig_graph/c4_finite_radii_and_tail_precursor.md,ccf0df006ff70e9881e8a45f41547a1fedc8723bbd7cbe114dd3980e5b13ace7,2490,research_record
research_program/article_A021_liebig_graph/c4_fourier_newton_assessment.md,0085d44401165d2e8e8f5e2e57f76e847878da5c8a3df9883a88b7cce8dbf439,2862,research_record
research_program/article_A021_liebig_graph/c4_high_mode_inverse_transfer_assessment.md,0261dc1fc7d5584ed0a9d08dfd941b1373080e93181c65ec7f4418645eaf4641,2007,research_record
research_program/article_A021_liebig_graph/c4_highmode_tail_extrapolation.md,b05df07f632d79e36a1f741a0002b0f67e2389e5755361d10848c3390b86d2bb,1824,research_record
research_program/article_A021_liebig_graph/c4_kantorovich_precursor_assessment.md,9683e6a6fe9de1ace7be5115a5c58b75372c52967a209f3ffb67936099b1b5d2,2301,research_record
research_program/article_A021_liebig_graph/c4_linearized_tail_threshold_assessment.md,ddb919fec0a05ce4c003586f120bb9eee9d7ba72083773277dbacf30bbcff0ad,2418,research_record
research_program/article_A021_liebig_graph/c4_operator_consistency_assessment.md,8c6178877fdf35766c5c6bd07f5997e8af8efe589eed1d52a750ec283a2032b6,2321,research_record
research_program/article_A021_liebig_graph/c4_periodic_naim_verification_attempt.md,24caebc6693fce2d1a116409fee4a3d939abc3653ec1b58b5ce0adb5cb7dbcdf,6371,research_record
research_program/article_A021_liebig_graph/c4_sixth_derivative_coefficient_assessment.md,3c5bdaf9b12e99e9f9ad17e6ba24b51a576736b6ce8b4e61d78a4af0b57ab52e,2219,research_record
research_program/article_A021_liebig_graph/c4_sixth_derivative_orbit_ball_sensitivity.md,ad31083b0a668d4f024235ee1c6717f4e78aa6ec14b52e4c94a6cbc3e6ccc65c,1722,research_record
research_program/article_A021_liebig_graph/c4_sobolev_tail_bound_assessment.md,0f0ac18e3362ffb37cf395cd1e70f795169b619db4dd5fbc74123c30d4c7f7cf,2681,research_record
research_program/article_A021_liebig_graph/c4_storage_hull_interval_assessment.md,cfc6d9ee425e9006050544a05112cb5c34fce0075725d6eecff573ffc3544640,2306,research_record
research_program/article_A021_liebig_graph/c4_structured_K600_tail_assessment.md,30178c3244b4e8fe8bee02ce60bffe0e6d2011f7d9c5edd6f5fd4bae719a8fa0,2432,research_record
research_program/article_A021_liebig_graph/c4_tail_feasibility_and_method_pivot.md,a67cf139a0fafdfe57121651589000a9fac04e5cfe16228fa69d587714560132,3374,research_record
research_program/article_A021_liebig_graph/c4_validated_collocation_precursor.md,51d1b104ed658c9db7ea8642e66061c5fb9b84888767b46b79a66323b7dc9d4f,2620,research_record
research_program/article_A021_liebig_graph/c4_validated_numerics_specification.md,c8e689f24d8b018f7efd1463b0b0f22c32f364cd95c2d9aff15254767e9173bf,6110,research_record
research_program/article_A021_liebig_graph/computations/analyze_c4_fourier_seed.py,ef20aa1ccd9224ffc6843a7cfe70dfca24d049a256ba7c9b87fd5a631e302e9c,2255,research_record
research_program/article_A021_liebig_graph/computations/c4_K80_storage_interval_certificate.json,a1bd4a21c4fb6e94bc6de45cff8f7cdb0c21027a72ae5e67919d877eddaeaa81,979,research_record
research_program/article_A021_liebig_graph/computations/c4_K80_storage_interval_certificate.py,905ba7bb5553fd9bfd75eda3bd3030e070137e9a227403e509049705ffc0f845,3533,research_record
research_program/article_A021_liebig_graph/computations/c4_bunching_discrete.json,89876503cbbf6e0d738b5bb713b277881d80a83fe6847f1e61f4c980af4886a6,1249,research_record
research_program/article_A021_liebig_graph/computations/c4_cycle_naim.py,e0e8c0b33dba571a2b3bb8067907a33e7e18740ced69455eefe09b5e1bb06d78,3953,research_record
research_program/article_A021_liebig_graph/computations/c4_discrete_prefactor.py,1596b329334dde0cf66adb21d741139b3d7bace8e297e6ffb0f4c0b878e0ecf3,1219,research_record
research_program/article_A021_liebig_graph/computations/c4_discrete_prefactor_convergence.json,62ef555b27dc226f005cb91f29587cb94033e4e118aa52b0bf76038ca83e7689,5389,research_record
research_program/article_A021_liebig_graph/computations/c4_equilibrium_spectrum.py,81fd25eb76ceac69cd8ad893709b588bac3501e60ea62ba1b0ca8614029b0b71,1202,research_record
research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau10_exact_roots.json,6e90b8f9edc348e073cf1952869aa79227329ef5ada0c762c3aa2633daacc96d,614,research_record
research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau10_projection.json,829ee718d6f5bd6a006d2d34671bac68853ca3277bb36f2c56d37106461ad909,927,research_record
research_program/article_A021_liebig_graph/computations/c4_equilibrium_tau4p5_spectrum.json,4742b3aac2a30cd67fe2460477aadb722e3a2bd5d94a316db51ffecaf9c053dd,5297,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_convergence_envelope.json,08c757e946705c30820dd53a0c9094792629f04f24e2f8aca69d7b11289ef9a2,729,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_discrete.py,d231f63928b3ebd5b6f77c981e011fe31e00b450310c918d9359c106c743c59b,3447,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_dt0p05.json,d0c744e8055a46331caad02f563289bd57ed76d712e7fc75d3e85b4134e6bcb4,2804,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_dt0p05.npz,8cc7a3d95be5ebff2b9bd1838d041d0d61a543531604474a72caffda134e61ca,268286,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_dt0p1.json,53730c0f1b518b7ad956b95b10b03f6423c6f2e28c4dd96bec00b2aefa745879,2750,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_dt0p1.npz,c9a98d2723feb21242313fba2e0f9a4f09a8b29fa8e5d9ac81c2267c8396b043,72256,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_dt0p25.json,a5d4508bb043b4f94e768769f94c425714bbb9193d0485ae2de667346f4b944a,2722,research_record
research_program/article_A021_liebig_graph/computations/c4_floquet_dt0p25.npz,e8a723d697b341213939386caacae7832fbc412a81e99e69961efe1d59236625,14149,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K100_operator.npz,08156365963e204a986fd52637050d434652c0114d57ddd745bce118d8efd7dc,880908,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K120_operator.npz,a9bf4a09b7f55c8e05b02d1fc5158def71a4238e13d4223aec0f6345f2324fef,1291490,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K160_operator.npz,cacbc21adfa2fd77e422aec8733558d5438dc0c8f17f4aaac791a8e4ef4c539f,2488340,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K200_operator.npz,616a1aafd6be21ce7425a0644661e7578fcf27a90db2b394f153b5ab3b5dbdb6,3777246,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K240_operator.npz,b45ac34cee0adbe5c9dd67342ef6b113fac75264c2022f78cd4b44ee6306017c,5512964,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K40_operator.npz,191ce9312ea615d24a41c1e98b9dc348fdf7013be1892ce778763d3b150cb622,139745,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K60_operator.npz,8d3655c7a1010df706ed42aa3367abb3c83fc70cd95bbe9f4abed01363af506e,305012,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_K100_operator_consistency.json,bc0bc29b0db3ca0304bf72d787226a7adaa664e431041a69355a84dc70407f15,365,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_kantorovich_precursor.json,4f92bff7e21d38fe680d6f2915700c6155f1aea52c783a61af913ee7c790711b,543,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_newton.json,605ddc8cbc6b89c7b0428e1e587a546e1fefb53e570eb72cb6ed542bf0ec2d71,744,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_newton.npz,b8af05e74ff853d6a112cf6131cab1bd58d7c9c76fe60fe8aa6fa029e407f17d,562278,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_offgrid_residual.json,c976b06e0b137fb6674ae54a7cf7b43c49ab7d49605dd932ac2c0e8acf98db81,489,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_operator.npz,e3b5da81ee3e212b690b8809ba0be391e23bfaf281faf33fb2b3e2cc24f65403,562442,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_K80_rounding_bounds.json,51398419b3e3d1b072125f85c0ffeb4f568d21ad44386adc32d99dde21405f1f,544,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_K120.csv,f6273d99f2eefcd21a0b843da0783ca26eec537e164962d54f0c8d5f29d5b783,162615,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_K240.csv,7f730b92bb4345b923152aa37d39cc1b02a17297085ca08e54a9cefaccd1c5aa,326235,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_K80.csv,9ee11550ec447ed5638e57a232161d61e7bdca7eea8429e640a207eb69f4977d,107423,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_coefficients_manifest.json,9fccb20c6df8b11dfcc97ea8b7b64a8a9e8c21c2ef7a99cbcf9e57a2fc9c7c52,967,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_kantorovich_precursor.py,87c1f66a00883dcdfbe81e54f4b6516b8d1cb3539cc6d3d65597e75bd3f0e63d,1947,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_newton.py,c9df036ff15de4637014d053e94a983bfdde56042b390d69770e03be45e2b30d,2952,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_newton_K_convergence.json,95a8de354d654ea1ee1994573df5e56b86eaef3c9ca267a35c0376a9145f59ad,1856,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_newton_K_convergence_latest.json,ce7eff7a80c0dabed75e2096509970f4ef3e5488061561a429f4a8b52be8c16d,604,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_newton_convergence.py,15aa89f9929fecc01692c90720e73dc08d73ee68895d93c474cda53ae6394f1a,2871,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_operator_consistency.py,2e0895a85e469d458b5797298aa89b7d0576fe5664ec813da853ed647895eb5f,1424,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_operator_consistency_convergence.json,ce31cfb79706dfecd09140c9e58db3591f4f2982f1d9e723595ef11a31712392,2431,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_structured_transfer.py,83d58230738d7f4d0c91c1e391191854fc71d47ec4126d45cb985d9fd580aace,2769,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_structured_transfer_K240_K600.json,0803c15fbee13a0ee87c5303cf65dfc311db5867a745c744531501910d1ddc80,389,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_tail_precursor.json,382775723c30934ad0db45120e01a361895d99218bf7ca9471e0f1914ac688a6,671,research_record
research_program/article_A021_liebig_graph/computations/c4_fourier_weight_diagnostics.json,ffe658ea258a117daeec55f1e4a984cea98cef2401b34d94ee99c4a7ffbb1278,6253,research_record
research_program/article_A021_liebig_graph/computations/c4_interval_derivative_box.json,f37bf0bd89486e0cef8dd868f0425b7f13d65666e9ea5653261bea9e129f0cd9,1440,research_record
research_program/article_A021_liebig_graph/computations/c4_interval_derivative_box.py,5bb22ec605effbcdf902986d132a8f0f29a1134355656a03d9f2576e1c797692,3109,research_record
research_program/article_A021_liebig_graph/computations/c4_linearization_derivative_tail.json,bf47d60fe6a8943de5b30ae74d40d5bc94f322750856432fe849499ae9cadfeb,679,research_record
research_program/article_A021_liebig_graph/computations/c4_linearization_fourier_decay.json,ada64cd16ce546db9d47e7aab4d0ff90e16fd7aa526b0ea3c41f59b1a6771010,42731,research_record
research_program/article_A021_liebig_graph/computations/c4_linearization_fourier_decay.py,8acedfd05c7482459f4a5753fd968b708bd5f7e313f29ecdd0cf93db03b49edb,1469,research_record
research_program/article_A021_liebig_graph/computations/c4_naim_numerical_summary.json,50121010e74d25c94d38734c8e7b53d3a142a03ded95c423243dc7a99f7b3564,1850,research_record
research_program/article_A021_liebig_graph/computations/c4_sixth_derivative_coefficient_sum.json,1d633a72f530540b4cf68f9d104020e456f63b058a4162b5cee211422328a0b6,574,research_record
research_program/article_A021_liebig_graph/computations/c4_sixth_derivative_sensitivity.json,8e037b41a3ca66c29c96950ca5fcacb29b301ac19e370c5fa1338f27e39a3086,424,research_record
research_program/article_A021_liebig_graph/computations/c4_sixth_derivative_sensitivity.py,f8b2b694feaedec5a59f7c3a82a00b74f137123aa62b4c577c660cf128c72578,2102,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_argument_count.py,5118592ba3b4499c7351d0f6106e411354e183be1d42ee2b53baab7b61553293,2179,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_convergence_extrapolation.json,38834b70496055a3c1bfad217c6c27191d009f5278e7c3a8e5b0fbf0b256053a,863,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_inf_convergence.json,9086f48ce4f8bf5f6f4e0bd7b33a19d6cb4e82be0c5eff0eb7f263683d75a6c4,4406,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_m200.json,5df2704f40e4f4e5b442efcae70d37bfa2fa5b405857ed34a051508e11006505,455,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_m400.json,bd516eee5dbe7da5f625d84bdd90e9f1c852ecf0225d72f3a1999b00bc22e32a,455,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_semigroup_prefactor.py,23f9fcedeaeb31be714fa29ce76bb1009bfdc282711345136424fe64d680813e,871,research_record
research_program/article_A021_liebig_graph/computations/c4_slack_tau10_argument_count.json,b2f10a8ab424be944557009df2668cc567963748e2806b4e745c630d6d9b109c,6499,research_record
research_program/article_A021_liebig_graph/computations/c4_tau4p5.json,84c4136cff40488060a3a1908148ee9d36b601c969b15b00ad1bc3d88a8aaf5b,826,research_record
research_program/article_A021_liebig_graph/computations/c4_tau4p5_cap_seed.json,2491ca9c6c8b4d216bb57ac75a77e6fef406203a6ee46c8a84fa2c3f9c81dcc8,554,research_record
research_program/article_A021_liebig_graph/computations/c4_tau4p5_cap_seed.npz,51f5ebefe07240e64087e373ada8fe3fd11df1cdb83d7c6c3363df98f7640df8,65574,research_record
research_program/article_A021_liebig_graph/computations/c4_tau4p5_dt0p1.json,1b5c327aafd1b42b4ff343869e40333b3bf56ed17ae9fa3a336073e2202d0f4c,834,research_record
research_program/article_A021_liebig_graph/computations/c4_tau4p5_dt0p25.json,a0373715a153f802dc222f22755f1e8b52a1d8753a26686ced123dc21ee9500f,825,research_record
research_program/article_A021_liebig_graph/computations/c4_tau4p5_fine.json,df768a438ab524f17b87f52d56d94bc0ec7adafa6b07049c3e030a91445795c1,837,research_record
research_program/article_A021_liebig_graph/computations/c4_tight_jacobian_interval.json,0171fc55dba784edf71bf114014ede170e32504d8689463ecccfa7b9a900212e,546,research_record
research_program/article_A021_liebig_graph/computations/c4_tight_jacobian_interval.py,bf9230e343d656a9392a8320035a25a2af88d2ecc15b25db85b6350825030469,1942,research_record
research_program/article_A021_liebig_graph/computations/export_c4_fourier_coefficients.py,a3808f9b7c465806f92796663537ba5a2b62da31984fa8e16e09464fcad152c3,1528,research_record
research_program/article_A021_liebig_graph/computations/prepare_c4_cap_seed.py,cd3eb29c30ec450ef10db5714876b78838b6648b8280ae5d5bfb9e8909ff4dcc,2118,research_record
