path,bytes,sha256
reviews/ER023_A018_A021_crosswalk_parallel_4/normalized_capture.md,1370,cc32aa0386ddf16997d15e9f1d9d4aca64a792239dc99f77ec71f90237f7e4e4
reviews/ER023_A018_A021_crosswalk_parallel_4/point_inventory.md,2173,864901eb82adddc3ed2f2619fac982d777a3550b79cd1b3d369d50639ad8f64d
reviews/ER024_A018_A021_crosswalk_parallel_5/normalized_capture.md,1008,413872eeee04b4f769c7a790d9c43065ee810685b58f02d60a9a51ed92a01cec
reviews/ER024_A018_A021_crosswalk_parallel_5/point_inventory.md,3566,8a36ca8de851f7a1b4d25322608a0b0f61af3ee5cd58b87f778e1b039e8ce831
reviews/ER025_A018_A021_crosswalk_parallel_6/normalized_capture.md,1119,2f37425b247d5cea53d7af580e5d24ba3e1e99290b8873d7ab5f9099723b1c16
reviews/ER025_A018_A021_crosswalk_parallel_6/point_inventory.md,2388,075e676eb470171d1269c1e4eff6e0f76b2913b406e273eac9ec05022e29a721
reviews/ER026_A021_C4_NAIM_numerical_parallel_1/normalized_capture.md,1087,70e181ed6b4eda8b0341a45eeef1ad356720f8460eeb538db0c2a3e98b393f3d
reviews/ER026_A021_C4_NAIM_numerical_parallel_1/point_inventory.md,3330,9eec20edf8997828f9132a41531cf201e45037c83ff5ef013f94b71129b4acfb
reviews/ER027_A021_C4_NAIM_numerical_parallel_2/normalized_capture.md,1004,40a03a417c62f7aa30238a5bc6d756423dc87733642f92e1a79c87444c0f96de
reviews/ER027_A021_C4_NAIM_numerical_parallel_2/point_inventory.md,3054,f0d51c4f4f7697ed2d7daa8d460095709e321c208c1807aa05dc8ec107f5d7b9
reviews/ER028_A021_C4_NAIM_numerical_parallel_3/normalized_capture.md,888,60ae64ebac1a69f315285fd08619985591e9e8dcf3ba2141d77f7d1d725a8dbc
reviews/ER028_A021_C4_NAIM_numerical_parallel_3/point_inventory.md,2004,4deb41d7c34e2b7cf249035fa0d45186db7ad8d736f540a08d09f8533d515ca2
reviews/ER029_A021_C4_NAIM_numerical_parallel_4/normalized_capture.md,822,2258c1cfe40920f7bd36d839320cd9d235520986ec27ffd3d242d171eeb83f14
reviews/ER029_A021_C4_NAIM_numerical_parallel_4/point_inventory.md,2991,5c5fbbb24b396394d8efd8f0543f80937b31efcf51e6dd6dbf5bee7b6f23b1ce
reviews/ER030_A021_C4_operator_enclosure_graph_transform/normalized_capture.md,1200,a5459c311414c4b04afa024f9cdb50e7be248426f8cc09f6d4d85750370fac0b
reviews/ER030_A021_C4_operator_enclosure_graph_transform/point_inventory.md,4920,01613e8ee7259dad5bce35f6962c857b7bbd3beb9f52fcfa4211bd50604d66f4
reviews/ER031_A021_product_bunching_proof_roadmap/normalized_capture.md,889,faccd8284c837774eed976ca1e65f37ed7351592b6dc08b5010666dfd831eab3
reviews/ER031_A021_product_bunching_proof_roadmap/point_inventory.md,2577,0ced05b05cdfe12e78d29d10c04c3a9600e49b99274df285eaf3db4d410a2e5d
reviews/ER032_A021_product_bunching_proof_parallel_2/normalized_capture.md,910,1f748cccab85b9394437a51a8ff1c14844bb51ca0a941f2114f121deae6478a5
reviews/ER032_A021_product_bunching_proof_parallel_2/point_inventory.md,2085,5b56946f700c32e7437a68df6439c381c9082880e135cfec12ec94593bbb1683
reviews/ER033_A021_discrete_domination_consistency/normalized_capture.md,776,70dd1430041a2fcd0970d98b333461eff4c8165f2e4d1595714d6ace2213e066
reviews/ER033_A021_discrete_domination_consistency/point_inventory.md,2931,98c9b2f908defb5727c40d126d1a105d4f1b7bafc0f56b52d81347116815ac79
reviews/ER034_A021_CAP_spec_parallel_1/normalized_capture.md,777,e79f670cd5a82f629b3d22839e902000df3a8fd7ff7c09664cf19b0d0c648b79
reviews/ER034_A021_CAP_spec_parallel_1/point_inventory.md,2050,f3d633b4c27d0d464e0157abe8c7c8be40ee5b1109c898e0fe0c3fddc39add69
reviews/ER035_A021_CAP_spec_parallel_2/normalized_capture.md,746,1e8034c7b3e5b574d4abdff5f01d0c9c644126f72abe2a0b22d14e832cfaef1a
reviews/ER035_A021_CAP_spec_parallel_2/point_inventory.md,1688,21fa09b432ba81d84f6d37f4e0a9e807cf557c88eefe5acca7caf608a3d47a21
reviews/ER036_A021_missing_raw_coefficients/normalized_capture.md,669,3bf611aeb6e178e61044edd73aea9deedcfac9efc138c71d337d3c4d45d89e74
reviews/ER036_A021_missing_raw_coefficients/point_inventory.md,894,69527d0208714a0013a946cab9f33e80e51afa7e13c33f11a0827d04a6c977ba
reviews/ER037_A021_CAP_deliverables_parallel_1/normalized_capture.md,800,989c4ab8ab97c97576b3fb2b1bd4752503f4a37a72644743d3162bc42326d4a3
reviews/ER037_A021_CAP_deliverables_parallel_1/point_inventory.md,1690,9beb2e0be39761aba624c14f420ed1f6d727ea1d7d4b548fa6d7a8aed379537f
reviews/joint_audit_A021_CAP_spec_ER034_ER035.md,1382,532e51e9861c9a5d9b39288fe0ee0e57e39dddab98aaa64b9ae5131220f01672
reviews/joint_audit_A021_crosswalk_numerics_ER020_ER029.md,8894,f5a4c3f1960e659295e578f799efaf62d772bf01ee738ef13b8e3c0de2f56b74
reviews/joint_audit_A021_internal_ER006_ER010.md,28571,d89cdee01194815fdfd8fdc652287ef2de89b744a8079e130e7c4ce200f3622d
reviews/joint_audit_A021_prefactor_proof_ER031_ER032.md,1415,9785b07dc543cb1a64e8255c20b4396d124561e9f563bdb674eb2bc1c45294f4
sources/A011_evaluation_and_verification.md,14288,b4b4b75f9108d6d8665620181b1bec495b77846564f1f15b902eef5b8acff48f
sources/A011_formal_result_inventory.md,1728,6076f9a4f61fde675fe67861b7c7cf237589ce6394b4f079afec3a4c8a806a82
sources/A011_paper3_empirical.txt,38649,0607bc809fcf5711459a085c7c7b2de4cab738c2484acc8cfdb674b22cca0ba3
sources/A012_evaluation_and_verification.md,15625,ea9ecde247d1ce1c8dec5ee37f693813df1f7388220fef181834c7c8fda46fda
sources/A012_formal_result_inventory.md,1821,4d6d866f0106bb41dbd771be2df25f08014852d6963e212ee88a117926eb80e9
sources/A012_paper2_dynamics.txt,49719,0375c9057bef6b0720159f44ecf9be7661404cc76fa7624d5e9296c5888133da
sources/A013_evaluation_and_verification.md,11638,945bd7629da3b6369744cd1e4790a88064b3e360422db85431cebbb47634d87e
sources/A013_formal_result_inventory.md,1350,d948f99bb9c495398351e918b866033fd50adb044d88f277fd754d5f01029285
sources/A013_paper1_accounting.txt,33036,5715a037643fffc6c95808efb503031f57ed3f47f5a32e89da92110a17ab684b
sources/A018_evaluation_and_verification.md,1229,5030f688b7f6ea95a82542913b52287881e949a17a4c22d2f39a6894e38415a0
sources/A018_formal_content_inventory.md,1278,c9eca3f50104187bb8da9eaf33635ba0eb8ab8bd870d10040feee68e3a79c974
sources/A018_manuscript.txt,176190,756b331f3ff99fe9db239d9a6f6cc6d3a3df92e3ed4bcaf007bc52486177e46e
sources/A019_evaluation_and_verification.md,700,1e8b9286360fb94cef532214f04a675fec044d2a8034bfdec30879310e66aec6
sources/A019_formal_content_inventory.md,370,03b9267d1afb8451a54ea5f590ebc2ed6a2b03c71e7c588fab70e91171927b41
sources/A019_paper_II_closed_ledger.txt,13130,0f3dabd48ff6a4c3197c669b4fe955b5ff1933dacda95d06d720c70b74f37764
sources/A020_evaluation_and_verification.md,849,65e13a87e675ca78eb1ed413dd8904d62055ae80f2810729ec22254f3fc494f3
sources/A020_formal_content_inventory.md,381,0ea4d3b9d6c6a67939d91a9fa34080ba61578b4639264ca26985c984d17e2afa
sources/A020_paper_III_two_channels.txt,13200,08cfa85a65b366f343165cebe8cb6f1c0d9833d08f73ff1936b5b51ab126b94e
sources/A021_evaluation_and_verification.md,772,da3c9c4bb4912f64e64e1dbe154d6a2844eef7104ae0b62ed83773490d6e0ad8
sources/A021_formal_content_inventory.md,435,9a3fcc971d0044181d06d2e68559335f63ae88b061a4e5f48ae7513276d6e1b4
sources/A021_paper_IV_liebig_cm.txt,9592,5e3a71cc9b461eed12a17b8301f3f1daa27b671704deefa418f4ababe4df2ba9
sources/A022_evaluation_and_verification.md,912,9ed42d5ed55c144433dae8524496d92021b56ed78edb5798f3bf18619dc46056
sources/A022_formal_content_inventory.md,361,19402747441f9bf8a0ef9830ebbb8756f95b1bfe27371b40bb9aab9b34d0ef1b
sources/A022_paper_V_stage_harvest.txt,6387,ceda90a3ffa2c521ae1617c3b32600384b0076794191c715dbd3d130354ff60e
sources/A023_evaluation_and_verification.md,1092,8a76254f7b66c09d14ae33a4521a8f55fc3222c915a363968af753d2443d406d
sources/A023_formal_content_inventory.md,557,c40bf1020ee4f6c68fa16640877c8e220bbbcad363697f20465f55af2efaa9fe
sources/A023_paper_VI_spatial.txt,15745,021d419e616c6055e3cf7151961a87ee4ad887de93f6254efdc17af34d69d118
sources/A024_evaluation_and_verification.md,516,90700fc88943134b31b401df2c7f7740a0c2e6517a67032edeb472e6644f906d
sources/A024_formal_content_inventory.md,487,655e0f9c79dc898eeb3b487828f746f3b27aa4c2fc1bc5da9a8cebe54c2a0f01
sources/A024_paper_VII_first_passage.txt,14362,ed19e2d973773148548e985eb29e2a72f3eddc280c657712e51600362de7ce46
sources/A025_evaluation_and_verification.md,2528,80d084efe8c48c1103d720a33b890f09c220a08668ebb5f8d29f72ae3e808dc2
sources/A025_formal_content_inventory.md,1195,fc36eaf0bbc5b942ad9f86254ea3af277d5573101bbe3c36f04a19dbd38b115a
sources/A025_paper_VIII_interval_folds.txt,11611,7d6bffe7ade66f356852cdac6ef3f0c58da3d6d8592aee8ca9c9a9b4f9883457
sources/SRC-A018-V18_manuscript_v18_coupling_assessment.md,4004,35139873dfd2612ddc5acd4669fecebb910366bf23023bc4cc45563b16c9d2dc
sources/SRC-A018-V18_manuscript_v18_dehedged.txt,606247,15b6da19449d40ae9c5233dc8110e44b4f604f1673fd34a1671ab45b50d99acd
traceability/01_computational_action_queue.csv,111821,f5bb29f1fcbf7bbaa39599a85f1afa82b8c9b91cae3d501c0a44ae6fb62ed9b9
work/article_011_periodic_review/evaluation_and_verification.md,14288,b4b4b75f9108d6d8665620181b1bec495b77846564f1f15b902eef5b8acff48f
work/article_011_periodic_review/formal_result_inventory.md,1728,6076f9a4f61fde675fe67861b7c7cf237589ce6394b4f079afec3a4c8a806a82
work/article_011_periodic_review/integration_record_note.md,246,669ae98a8e81263933d2ec7ac22a2c696a1c1ad416c171ad6dd470e5e61568ae
work/article_011_periodic_review/revision_addendum_evaluation.md,4538,ef3230d4314c6e8828616652c3921f6308f5d11b5d5b696bf0d317d626af2eb7
work/article_011_periodic_review/revision_v2_verification.md,893,3deaab2b9fbd13474e878ba50261e1df5efa02f66fe88385645dcadfbebc8084
work/article_011_periodic_review/source_versions.csv,1066,ba2739100f00095e536f852c924a3c03262c1ab0bc5eaf81f54be0411d4079e6
work/article_011_periodic_review/user_supplied_revision_addendum.md,4203,269bbff0adb1c2c2ca7c80fa73535bda6f93a85024ff5803350c592507934640
work/article_011_periodic_review/v1_to_v2.diff,18508,daa0776e69979d55a8228a43b1707c58ef6b6dcb43a44d4834b1e296357bea94
work/article_012_delay_dynamics/evaluation_and_verification.md,15625,ea9ecde247d1ce1c8dec5ee37f693813df1f7388220fef181834c7c8fda46fda
work/article_012_delay_dynamics/formal_result_inventory.md,1821,4d6d866f0106bb41dbd771be2df25f08014852d6963e212ee88a117926eb80e9
work/article_013_component_accounting/evaluation_and_verification.md,11638,945bd7629da3b6369744cd1e4790a88064b3e360422db85431cebbb47634d87e
work/article_013_component_accounting/formal_result_inventory.md,1350,d948f99bb9c495398351e918b866033fd50adb044d88f277fd754d5f01029285
work/article_A018_capital_liquidation/evaluation_and_verification.md,1229,5030f688b7f6ea95a82542913b52287881e949a17a4c22d2f39a6894e38415a0
work/article_A018_capital_liquidation/formal_content_inventory.md,1278,c9eca3f50104187bb8da9eaf33635ba0eb8ab8bd870d10040feee68e3a79c974
work/article_A019_closed_ledger/evaluation_and_verification.md,700,1e8b9286360fb94cef532214f04a675fec044d2a8034bfdec30879310e66aec6
work/article_A019_closed_ledger/formal_content_inventory.md,370,03b9267d1afb8451a54ea5f590ebc2ed6a2b03c71e7c588fab70e91171927b41
work/article_A020_two_channels/evaluation_and_verification.md,849,65e13a87e675ca78eb1ed413dd8904d62055ae80f2810729ec22254f3fc494f3
work/article_A020_two_channels/formal_content_inventory.md,381,0ea4d3b9d6c6a67939d91a9fa34080ba61578b4639264ca26985c984d17e2afa
work/article_A021_liebig_graph/A021_rigorous_theorem_completion_data_dossier.md,15839,c52b62d339b67606d14e15d1ef2daa489e259cc376da32ad9919e31d830d9795
work/article_A021_liebig_graph/binding_floquet_convergence_assessment.md,1798,72c832f1b10c20a618c247524efe8ebb868f5bc89907dfa765141db24840b9c3
work/article_A021_liebig_graph/c4_block_neumann_precursor.md,2284,87a8848a35d1083fde9fffe0168edffe838ca4fe7cc25d9b6925cddf78d14d53
work/article_A021_liebig_graph/c4_collocation_inverse_convergence_assessment.md,2148,ff4d9fd583984a8f9b31fdeab9fe0831dd8f1f05428db760cc6933c64570b4cb
work/article_A021_liebig_graph/c4_finite_block_interval_bound_assessment.md,3023,bb9caf6c529212386104ae62a66974a19fa97482f0590122fbdae76f2f96cdcd
work/article_A021_liebig_graph/c4_finite_linear_algebra_rounding_assessment.md,2511,7b8939093d7b75bfc556b1742832c42e7a4e4e00b2938c7f3e0d20360c54b32c
work/article_A021_liebig_graph/c4_finite_radii_and_tail_precursor.md,2490,ccf0df006ff70e9881e8a45f41547a1fedc8723bbd7cbe114dd3980e5b13ace7
work/article_A021_liebig_graph/c4_fourier_newton_assessment.md,2862,0085d44401165d2e8e8f5e2e57f76e847878da5c8a3df9883a88b7cce8dbf439
work/article_A021_liebig_graph/c4_high_mode_inverse_transfer_assessment.md,2007,0261dc1fc7d5584ed0a9d08dfd941b1373080e93181c65ec7f4418645eaf4641
work/article_A021_liebig_graph/c4_highmode_tail_extrapolation.md,1824,b05df07f632d79e36a1f741a0002b0f67e2389e5755361d10848c3390b86d2bb
work/article_A021_liebig_graph/c4_kantorovich_precursor_assessment.md,2301,9683e6a6fe9de1ace7be5115a5c58b75372c52967a209f3ffb67936099b1b5d2
work/article_A021_liebig_graph/c4_linearized_tail_threshold_assessment.md,2418,ddb919fec0a05ce4c003586f120bb9eee9d7ba72083773277dbacf30bbcff0ad
work/article_A021_liebig_graph/c4_operator_consistency_assessment.md,2321,8c6178877fdf35766c5c6bd07f5997e8af8efe589eed1d52a750ec283a2032b6
work/article_A021_liebig_graph/c4_periodic_naim_verification_attempt.md,6371,24caebc6693fce2d1a116409fee4a3d939abc3653ec1b58b5ce0adb5cb7dbcdf
work/article_A021_liebig_graph/c4_sixth_derivative_coefficient_assessment.md,2219,3c5bdaf9b12e99e9f9ad17e6ba24b51a576736b6ce8b4e61d78a4af0b57ab52e
work/article_A021_liebig_graph/c4_sixth_derivative_orbit_ball_sensitivity.md,1722,ad31083b0a668d4f024235ee1c6717f4e78aa6ec14b52e4c94a6cbc3e6ccc65c
work/article_A021_liebig_graph/c4_sobolev_tail_bound_assessment.md,2681,0f0ac18e3362ffb37cf395cd1e70f795169b619db4dd5fbc74123c30d4c7f7cf
work/article_A021_liebig_graph/c4_storage_hull_interval_assessment.md,2306,cfc6d9ee425e9006050544a05112cb5c34fce0075725d6eecff573ffc3544640
work/article_A021_liebig_graph/c4_structured_K600_tail_assessment.md,2432,30178c3244b4e8fe8bee02ce60bffe0e6d2011f7d9c5edd6f5fd4bae719a8fa0
work/article_A021_liebig_graph/c4_tail_feasibility_and_method_pivot.md,3374,a67cf139a0fafdfe57121651589000a9fac04e5cfe16228fa69d587714560132
work/article_A021_liebig_graph/c4_validated_collocation_precursor.md,2620,51d1b104ed658c9db7ea8642e66061c5fb9b84888767b46b79a66323b7dc9d4f
work/article_A021_liebig_graph/c4_validated_numerics_specification.md,6110,c8e689f24d8b018f7efd1463b0b0f22c32f364cd95c2d9aff15254767e9173bf
work/article_A021_liebig_graph/computations/analyze_c4_fourier_seed.py,2255,ef20aa1ccd9224ffc6843a7cfe70dfca24d049a256ba7c9b87fd5a631e302e9c
work/article_A021_liebig_graph/computations/c4_K80_storage_interval_certificate.json,979,a1bd4a21c4fb6e94bc6de45cff8f7cdb0c21027a72ae5e67919d877eddaeaa81
work/article_A021_liebig_graph/computations/c4_K80_storage_interval_certificate.py,3533,905ba7bb5553fd9bfd75eda3bd3030e070137e9a227403e509049705ffc0f845
work/article_A021_liebig_graph/computations/c4_bunching_discrete.json,1249,89876503cbbf6e0d738b5bb713b277881d80a83fe6847f1e61f4c980af4886a6
work/article_A021_liebig_graph/computations/c4_cycle_naim.py,3953,e0e8c0b33dba571a2b3bb8067907a33e7e18740ced69455eefe09b5e1bb06d78
work/article_A021_liebig_graph/computations/c4_discrete_prefactor.py,1219,1596b329334dde0cf66adb21d741139b3d7bace8e297e6ffb0f4c0b878e0ecf3
work/article_A021_liebig_graph/computations/c4_discrete_prefactor_convergence.json,5389,62ef555b27dc226f005cb91f29587cb94033e4e118aa52b0bf76038ca83e7689
work/article_A021_liebig_graph/computations/c4_equilibrium_spectrum.py,1202,81fd25eb76ceac69cd8ad893709b588bac3501e60ea62ba1b0ca8614029b0b71
work/article_A021_liebig_graph/computations/c4_equilibrium_tau10_exact_roots.json,614,6e90b8f9edc348e073cf1952869aa79227329ef5ada0c762c3aa2633daacc96d
work/article_A021_liebig_graph/computations/c4_equilibrium_tau10_projection.json,927,829ee718d6f5bd6a006d2d34671bac68853ca3277bb36f2c56d37106461ad909
work/article_A021_liebig_graph/computations/c4_equilibrium_tau4p5_spectrum.json,5297,4742b3aac2a30cd67fe2460477aadb722e3a2bd5d94a316db51ffecaf9c053dd
work/article_A021_liebig_graph/computations/c4_floquet_convergence_envelope.json,729,08c757e946705c30820dd53a0c9094792629f04f24e2f8aca69d7b11289ef9a2
work/article_A021_liebig_graph/computations/c4_floquet_discrete.py,3447,d231f63928b3ebd5b6f77c981e011fe31e00b450310c918d9359c106c743c59b
work/article_A021_liebig_graph/computations/c4_floquet_dt0p05.json,2804,d0c744e8055a46331caad02f563289bd57ed76d712e7fc75d3e85b4134e6bcb4
work/article_A021_liebig_graph/computations/c4_floquet_dt0p05.npz,268286,8cc7a3d95be5ebff2b9bd1838d041d0d61a543531604474a72caffda134e61ca
work/article_A021_liebig_graph/computations/c4_floquet_dt0p1.json,2750,53730c0f1b518b7ad956b95b10b03f6423c6f2e28c4dd96bec00b2aefa745879
work/article_A021_liebig_graph/computations/c4_floquet_dt0p1.npz,72256,c9a98d2723feb21242313fba2e0f9a4f09a8b29fa8e5d9ac81c2267c8396b043
work/article_A021_liebig_graph/computations/c4_floquet_dt0p25.json,2722,a5d4508bb043b4f94e768769f94c425714bbb9193d0485ae2de667346f4b944a
work/article_A021_liebig_graph/computations/c4_floquet_dt0p25.npz,14149,e8a723d697b341213939386caacae7832fbc412a81e99e69961efe1d59236625
work/article_A021_liebig_graph/computations/c4_fourier_K100_operator.npz,880908,08156365963e204a986fd52637050d434652c0114d57ddd745bce118d8efd7dc
work/article_A021_liebig_graph/computations/c4_fourier_K120_operator.npz,1291490,a9bf4a09b7f55c8e05b02d1fc5158def71a4238e13d4223aec0f6345f2324fef
work/article_A021_liebig_graph/computations/c4_fourier_K160_operator.npz,2488340,cacbc21adfa2fd77e422aec8733558d5438dc0c8f17f4aaac791a8e4ef4c539f
work/article_A021_liebig_graph/computations/c4_fourier_K200_operator.npz,3777246,616a1aafd6be21ce7425a0644661e7578fcf27a90db2b394f153b5ab3b5dbdb6
work/article_A021_liebig_graph/computations/c4_fourier_K240_operator.npz,5512964,b45ac34cee0adbe5c9dd67342ef6b113fac75264c2022f78cd4b44ee6306017c
work/article_A021_liebig_graph/computations/c4_fourier_K40_operator.npz,139745,191ce9312ea615d24a41c1e98b9dc348fdf7013be1892ce778763d3b150cb622
work/article_A021_liebig_graph/computations/c4_fourier_K60_operator.npz,305012,8d3655c7a1010df706ed42aa3367abb3c83fc70cd95bbe9f4abed01363af506e
work/article_A021_liebig_graph/computations/c4_fourier_K80_K100_operator_consistency.json,365,bc0bc29b0db3ca0304bf72d787226a7adaa664e431041a69355a84dc70407f15
work/article_A021_liebig_graph/computations/c4_fourier_K80_kantorovich_precursor.json,543,4f92bff7e21d38fe680d6f2915700c6155f1aea52c783a61af913ee7c790711b
work/article_A021_liebig_graph/computations/c4_fourier_K80_newton.json,744,605ddc8cbc6b89c7b0428e1e587a546e1fefb53e570eb72cb6ed542bf0ec2d71
work/article_A021_liebig_graph/computations/c4_fourier_K80_newton.npz,562278,b8af05e74ff853d6a112cf6131cab1bd58d7c9c76fe60fe8aa6fa029e407f17d
work/article_A021_liebig_graph/computations/c4_fourier_K80_offgrid_residual.json,489,c976b06e0b137fb6674ae54a7cf7b43c49ab7d49605dd932ac2c0e8acf98db81
work/article_A021_liebig_graph/computations/c4_fourier_K80_operator.npz,562442,e3b5da81ee3e212b690b8809ba0be391e23bfaf281faf33fb2b3e2cc24f65403
work/article_A021_liebig_graph/computations/c4_fourier_K80_rounding_bounds.json,544,51398419b3e3d1b072125f85c0ffeb4f568d21ad44386adc32d99dde21405f1f
work/article_A021_liebig_graph/computations/c4_fourier_coefficients_K120.csv,162615,f6273d99f2eefcd21a0b843da0783ca26eec537e164962d54f0c8d5f29d5b783
work/article_A021_liebig_graph/computations/c4_fourier_coefficients_K240.csv,326235,7f730b92bb4345b923152aa37d39cc1b02a17297085ca08e54a9cefaccd1c5aa
work/article_A021_liebig_graph/computations/c4_fourier_coefficients_K80.csv,107423,9ee11550ec447ed5638e57a232161d61e7bdca7eea8429e640a207eb69f4977d
work/article_A021_liebig_graph/computations/c4_fourier_coefficients_manifest.json,967,9fccb20c6df8b11dfcc97ea8b7b64a8a9e8c21c2ef7a99cbcf9e57a2fc9c7c52
work/article_A021_liebig_graph/computations/c4_fourier_kantorovich_precursor.py,1947,87c1f66a00883dcdfbe81e54f4b6516b8d1cb3539cc6d3d65597e75bd3f0e63d
work/article_A021_liebig_graph/computations/c4_fourier_newton.py,2952,c9df036ff15de4637014d053e94a983bfdde56042b390d69770e03be45e2b30d
work/article_A021_liebig_graph/computations/c4_fourier_newton_K_convergence.json,1856,95a8de354d654ea1ee1994573df5e56b86eaef3c9ca267a35c0376a9145f59ad
work/article_A021_liebig_graph/computations/c4_fourier_newton_K_convergence_latest.json,604,ce7eff7a80c0dabed75e2096509970f4ef3e5488061561a429f4a8b52be8c16d
work/article_A021_liebig_graph/computations/c4_fourier_newton_convergence.py,2871,15aa89f9929fecc01692c90720e73dc08d73ee68895d93c474cda53ae6394f1a
work/article_A021_liebig_graph/computations/c4_fourier_operator_consistency.py,1424,2e0895a85e469d458b5797298aa89b7d0576fe5664ec813da853ed647895eb5f
work/article_A021_liebig_graph/computations/c4_fourier_operator_consistency_convergence.json,2431,ce31cfb79706dfecd09140c9e58db3591f4f2982f1d9e723595ef11a31712392
work/article_A021_liebig_graph/computations/c4_fourier_structured_transfer.py,2769,83d58230738d7f4d0c91c1e391191854fc71d47ec4126d45cb985d9fd580aace
work/article_A021_liebig_graph/computations/c4_fourier_structured_transfer_K240_K600.json,389,0803c15fbee13a0ee87c5303cf65dfc311db5867a745c744531501910d1ddc80
work/article_A021_liebig_graph/computations/c4_fourier_tail_precursor.json,671,382775723c30934ad0db45120e01a361895d99218bf7ca9471e0f1914ac688a6
work/article_A021_liebig_graph/computations/c4_fourier_weight_diagnostics.json,6253,ffe658ea258a117daeec55f1e4a984cea98cef2401b34d94ee99c4a7ffbb1278
work/article_A021_liebig_graph/computations/c4_interval_derivative_box.json,1440,f37bf0bd89486e0cef8dd868f0425b7f13d65666e9ea5653261bea9e129f0cd9
work/article_A021_liebig_graph/computations/c4_interval_derivative_box.py,3109,5bb22ec605effbcdf902986d132a8f0f29a1134355656a03d9f2576e1c797692
work/article_A021_liebig_graph/computations/c4_linearization_derivative_tail.json,679,bf47d60fe6a8943de5b30ae74d40d5bc94f322750856432fe849499ae9cadfeb
work/article_A021_liebig_graph/computations/c4_linearization_fourier_decay.json,42731,ada64cd16ce546db9d47e7aab4d0ff90e16fd7aa526b0ea3c41f59b1a6771010
